PeakID (cmd=annotatePeaks.pl Homer_mMET.txt mm8)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak3892	chr15	88578723	88580314	+	0	NA	promoter-TSS (NM_181412)	promoter-TSS (NM_181412)	41	NM_181412	223773	Mm.396622	NM_181412	ENSMUSG00000034333	Zbed4	1700009F06Rik	zinc finger, BED type containing 4	protein-coding
Peak2777	chr13	30143668	30144289	+	0	NA	promoter-TSS (NM_153546)	promoter-TSS (NM_153546)	23	NM_153546	218121	Mm.89682	NM_153546	ENSMUSG00000038732	Mboat1	9130215M02Rik|BC023845|LPEAT1|Moact1|Oact1	membrane bound O-acyltransferase domain containing 1	protein-coding
Peak722	chr10	21837621	21840130	+	0	NA	promoter-TSS (NM_001254745)	promoter-TSS (NM_001254745)	-189	NM_001254745	319887	Mm.177746	NM_001254744	ENSMUSG00000097327	E030030I06Rik	-	RIKEN cDNA E030030I06 gene	protein-coding
Peak8367	chr5	107677800	107678926	+	0	NA	promoter-TSS (NM_001255991)	promoter-TSS (NM_001255991)	64	NM_001255991	100503185	Mm.366650	NM_001255991	ENSMUSG00000070632	Btbd8	EG627196|Gm16115|OTTMUSG00000030610	BTB (POZ) domain containing 8	protein-coding
Peak10490	chr8	75403263	75405345	+	0	NA	promoter-TSS (NM_138585)	promoter-TSS (NM_138585)	-82	NM_138585	27967	Mm.30136	NM_138585	ENSMUSG00000052488	Cherp	5730408I11Rik|D8Wsu96e|DAN16|Scaf6	calcium homeostasis endoplasmic reticulum protein	protein-coding
Peak1531	chr11	58122951	58124113	+	0	NA	intron (NM_001040686, intron 1 of 11)	CpG	268	NM_001040686	103836	Mm.41440	NM_182996	ENSMUSG00000037243	Zfp692	AI746306|AI839920|Zfp692-ps|Znf692	zinc finger protein 692	protein-coding
Peak11016	chr9	45578865	45579824	+	0	NA	intron (NM_001081373, intron 1 of 29)	intron (NM_001081373, intron 1 of 29)	289	NM_001081373	214552	Mm.260103	NM_172531	ENSMUSG00000043987	Cep164	AI450905|BC027092|D030051D21|mKIAA1052	centrosomal protein 164	protein-coding
Peak10936	chr9	25000945	25003441	+	0	NA	5' UTR (NM_009859, exon 1 of 13)	5' UTR (NM_009859, exon 1 of 13)	121	NM_001205367	235072	Mm.270259	NM_009859	ENSMUSG00000001833	Sept7	Cdc10|E430034N22	septin 7	protein-coding
Peak8445	chr5	115540389	115541580	+	0	NA	intron (NM_026504, intron 1 of 6)	intron (NM_026504, intron 1 of 6)	283	NM_026504	52064	Mm.290142	NM_026504	ENSMUSG00000041733	Coq5	1810014G04Rik|D5Ertd33e	coenzyme Q5 homolog, methyltransferase (yeast)	protein-coding
Peak1599	chr11	63895047	63896385	+	0	NA	promoter-TSS (NR_033780)	promoter-TSS (NR_033780)	37	NR_033780	66456	Mm.124828	NR_033780	ENSMUSG00000087497	2810001G20Rik	AW045514	RIKEN cDNA 2810001G20 gene	ncRNA
Peak3119	chr13	111515305	111517901	+	0	NA	intron (NM_152804, intron 1 of 13)	intron (NM_152804, intron 1 of 13)	681	NM_152804	20620	Mm.380	NM_152804	ENSMUSG00000021701	Plk2	Snk	polo-like kinase 2	protein-coding
Peak1816	chr11	83563177	83565452	+	0	NA	intron (NM_183249, intron 1 of 2)	intron (NM_183249, intron 1 of 2)	1179	NM_183249	66107	Mm.902	NM_183249	ENSMUSG00000051748	Wfdc21	1100001G20Rik|Wdnm1-like	WAP four-disulfide core domain 21	protein-coding
Peak4673	chr17	31842635	31843663	+	0	NA	Intergenic	CpG	-22654	NR_027316	435518	Mm.328944	NR_027316	ENSMUSG00000002791	Pdxk-ps	ENSMUSG00000002791|Gm9743	pyridoxal (pyridoxine, vitamin B6) kinase, pseudogene	pseudo
Peak4082	chr16	10904605	10907017	+	0	NA	intron (NM_019980, intron 1 of 3)	intron (NM_019980, intron 1 of 3)	888	NM_019980	56722	Mm.294753	NM_019980	ENSMUSG00000022500	Litaf	3222402J11Rik|C85531|N4WBP3|TBX1	LPS-induced TN factor	protein-coding
Peak7892	chr4	140807997	140811726	+	0	NA	intron (NM_019763, intron 1 of 15)	CpG	812	NM_019763	56381	Mm.299906	NM_019763	ENSMUSG00000040761	Spen	Mint|mKIAA0929	SPEN homolog, transcriptional regulator (Drosophila)	protein-coding
Peak8334	chr5	100757972	100759570	+	0	NA	5' UTR (NM_012001, exon 1 of 10)	5' UTR (NM_012001, exon 1 of 10)	160	NM_012001	26891	Mm.957	NM_012001	ENSMUSG00000035297	Cops4	AW208976|D5Ertd774e	COP9 (constitutive photomorphogenic) homolog, subunit 4 (Arabidopsis thaliana)	protein-coding
Peak7923	chr4	146930886	146932009	+	0	NA	intron (NM_001301281, intron 1 of 4)	intron (NM_001301281, intron 1 of 4)	417	NM_009642	11610	Mm.46247	NM_009642	ENSMUSG00000029007	Agtrap	3300002E14Rik|AT1R|Atrap|D4Wsu124e	angiotensin II, type I receptor-associated protein	protein-coding
Peak3861	chr15	83291268	83292726	+	0	NA	intron (NM_001159509, intron 1 of 10)	CpG	375	NM_001159509	23970	Mm.23978	NM_011862	ENSMUSG00000016664	Pacsin2	AI197433	protein kinase C and casein kinase substrate in neurons 2	protein-coding
Peak3418	chr14	62497356	62498725	+	0	NA	promoter-TSS (NM_177594)	promoter-TSS (NM_177594)	23	NM_177594	210376	Mm.441613	NM_177594	ENSMUSG00000035078	Mtmr9	9430075G12Rik|AA516943|AF073881|LIP-STYX|MTMR8|mMTMH3	myotubularin related protein 9	protein-coding
Peak9459	chr7	18762269	18763302	+	0	NA	promoter-TSS (NR_125835)	promoter-TSS (NR_125835)	98	NR_125835	53609	Mm.20913	NM_016680	ENSMUSG00000061028	Clasrp	Clasp|Sfrs16|Srsf16|Swap2	CLK4-associating serine/arginine rich protein	protein-coding
Peak10785	chr8	125462187	125463055	+	0	NA	exon (NM_009698, exon 2 of 5)	exon (NM_009698, exon 2 of 5)	376	NM_009698	11821	Mm.1786	NM_009698	ENSMUSG00000006589	Aprt	C85684	adenine phosphoribosyl transferase	protein-coding
Peak8663	chr5	139736897	139738760	+	0	NA	intron (NM_001159908, intron 1 of 6)	CpG	305	NM_133349	100494	Mm.24521	NM_133349	ENSMUSG00000053581	Zfand2a	AA407930|AU016206|Airap	zinc finger, AN1-type domain 2A	protein-coding
Peak4497	chr17	21127553	21128382	+	0	NA	promoter-TSS (NM_011760)	promoter-TSS (NM_011760)	43	NM_011760	22712	Mm.12916	NM_011760	ENSMUSG00000023882	Zfp54	2810034D10Rik|KRAB10|Zfp-54|Zfp76|mszf83	zinc finger protein 54	protein-coding
Peak1615	chr11	68789395	68790490	+	0	NA	5' UTR (NM_021329, exon 1 of 5)	5' UTR (NM_021329, exon 1 of 5)	108	NM_021329	57785	Mm.143774	NM_021329	ENSMUSG00000032892	Rangrf	2400006H24Rik|Mog1|Rangnrf	RAN guanine nucleotide release factor	protein-coding
Peak9656	chr7	44172326	44174032	+	0	NA	intron (NM_009131, intron 3 of 3)	intron (NM_009131, intron 3 of 3)	1822	NM_009131	20256	Mm.20428	NM_009131	ENSMUSG00000004473	Clec11a	AW457320|Clecsf3|Scgf	C-type lectin domain family 11, member a	protein-coding
Peak5162	chr18	36869489	36871660	+	0	NA	promoter-TSS (NM_011879)	promoter-TSS (NM_011879)	-13	NM_010885	17991	Mm.29867	NM_010885	ENSMUSG00000014294	Ndufa2	AV000592|B8|C1-B8|CI-B8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2	protein-coding
Peak10064	chr7	127035101	127036481	+	0	NA	intron (NM_177362, intron 1 of 2)	CpG	117	NM_177362	244216	Mm.41038	NM_177362	ENSMUSG00000054716	Zfp771	G630024C07Rik|Znf771	zinc finger protein 771	protein-coding
Peak1416	chr11	35820700	35824395	+	0	NA	intron (NM_170779, intron 1 of 22)	intron (NM_170779, intron 1 of 22)	965	NM_170779	211652	Mm.31267	NM_170779		Wwc1	AA408228|AU017197|BC037006|Kibra|mKIAA0869	WW, C2 and coiled-coil domain containing 1	protein-coding
Peak7063	chr3	107406831	107408014	+	0	NA	intron (NM_026774, intron 1 of 3)	CpG	508	NM_026774	68576	Mm.290035	NM_026774	ENSMUSG00000087260	Lamtor5	1110003H18Rik|Hbxip|XIP	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	protein-coding
Peak9521	chr7	27199206	27200220	+	0	NA	TTS (NM_018820)	TTS (NM_018820)	4000	NM_018820	55942	Mm.153684	NM_018820	ENSMUSG00000008384	Sertad1	1110032C13Rik|AV000455|AW456625|Sei-1|Sei1|TRIP-Br1	SERTA domain containing 1	protein-coding
Peak7414	chr4	53460753	53462660	+	0	NA	5' UTR (NM_001159633, exon 1 of 13)	5' UTR (NM_001159633, exon 1 of 13)	193	NM_133891	100434	Mm.482207	NM_133891	ENSMUSG00000028412	Slc44a1	2210409B22Rik|4833416H08Rik|AW547365|CHTL1|CTL1|Cdw92	solute carrier family 44, member 1	protein-coding
Peak11759	chrX	148377334	148378758	+	0	NA	promoter-TSS (NR_040272)	promoter-TSS (NR_040272)	233	NM_023788	75625	Mm.6890	NM_023788	ENSMUSG00000047238	Mageh1	2010107K23Rik|APR-1|APR1	melanoma antigen, family H, 1	protein-coding
Peak1376	chr11	23396672	23398744	+	0	NA	intron (NM_001290655, intron 1 of 8)	CpG	331	NM_001290655	268390	Mm.13148	NM_172391	ENSMUSG00000020288	Ahsa2	-	AHA1, activator of heat shock protein ATPase 2	protein-coding
Peak8561	chr5	130131522	130132529	+	0	NA	TTS (NM_009838)	TTS (NM_009838)	326	NM_026445	67902	Mm.103546	NM_026445	ENSMUSG00000025538	Sumf2	2610040F05Rik	sulfatase modifying factor 2	protein-coding
Peak897	chr10	74503572	74507482	+	0	NA	exon (NM_001081412, exon 1 of 23)	exon (NM_001081412, exon 1 of 23)	915	NM_001081412	110279	Mm.333722	NM_001081412	ENSMUSG00000009681	Bcr	5133400C09Rik|AI561783|AI853148|mKIAA3017	breakpoint cluster region	protein-coding
Peak11375	chr9	108549218	108550780	+	0	NA	exon (NM_008924, exon 1 of 11)	exon (NM_008924, exon 1 of 11)	452	NM_008924	19087	Mm.253102	NM_008924	ENSMUSG00000032601	Prkar2a	1110061A24Rik|AI317181|AI836829|RII(alpha)	protein kinase, cAMP dependent regulatory, type II alpha	protein-coding
Peak5979	chr2	34647286	34648944	+	0	NA	intron (NM_001164769, intron 1 of 6)	CpG-8009	129	NM_001164770	30050	Mm.4465	NM_013890	ENSMUSG00000035949	Fbxw2	2700071L08Rik|FBW2|Fwd2|MD6	F-box and WD-40 domain protein 2	protein-coding
Peak4906	chr17	56743515	56745982	+	0	NA	exon (NM_025877, exon 1 of 10)	exon (NM_025877, exon 1 of 10)	262	NM_025877	66972	Mm.23720	NM_025877	ENSMUSG00000046329	Slc25a23	2310067G05Rik|SCaMC-3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	protein-coding
Peak2128	chr11	115228133	115229988	+	0	NA	Intergenic	CpG	6949	NM_027862	71679	Mm.371641	NM_027862	ENSMUSG00000034566	Atp5h	0610009D10Rik	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D	protein-coding
Peak9816	chr7	80243951	80245284	+	0	NA	5' UTR (NM_172903, exon 1 of 24)	5' UTR (NM_172903, exon 1 of 24)	271	NM_172903	140481	Mm.269245	NM_172903	ENSMUSG00000038886	Man2a2	1700052O22Rik|4931438M07Rik|AI480988|MX|Man IIx	mannosidase 2, alpha 2	protein-coding
Peak6361	chr2	130254576	130256328	+	0	NA	promoter-TSS (NR_040348)	promoter-TSS (NR_040348)	254	NM_207207	99045	Mm.30057	NM_207207		Mrps26	AI648866|GI008|MRP-S13|MRP-S26|Rpms13	mitochondrial ribosomal protein S26	protein-coding
Peak1455	chr11	50079887	50081672	+	0	NA	non-coding (NR_132732, exon 2 of 5)	non-coding (NR_132732, exon 2 of 5)	1176	NM_001313968	17001	Mm.245151	NM_008521	ENSMUSG00000020377	Ltc4s	-	leukotriene C4 synthase	protein-coding
Peak7702	chr4	125930961	125932587	+	0	NA	promoter-TSS (NM_153402)	promoter-TSS (NM_153402)	72	NM_153402	214150	Mm.440915	NM_153402		Ago3	AW048688|C130014L07Rik|Eif2c3	argonaute RISC catalytic subunit 3	protein-coding
Peak4579	chr17	24949539	24951879	+	0	NA	intron (NM_028789, intron 1 of 4)	intron (NM_028789, intron 1 of 4)	527	NM_028789	74154	Mm.267353	NM_028789	ENSMUSG00000015127	Unkl	1300004G08Rik	unkempt-like (Drosophila)	protein-coding
Peak4683	chr17	32524866	32527080	+	0	NA	intron (NM_172458, intron 1 of 3)	intron (NM_172458, intron 1 of 3)	813	NM_172458	208292	Mm.38813	NM_172458		Zfp871	4732483N19|9030612M13Rik|AI118577|AI265322|mKIAA3006	zinc finger protein 871	protein-coding
Peak1083	chr10	86207388	86210261	+	0	NA	promoter-TSS (NM_175331)	promoter-TSS (NM_175331)	20	NM_175331	103466	Mm.200446	NM_175331	ENSMUSG00000054027	Nt5dc3	AU040402|AW540062|C630002B14Rik|TU12B1-TY	5'-nucleotidase domain containing 3	protein-coding
Peak8984	chr6	71837381	71839385	+	0	NA	promoter-TSS (NM_009088)	promoter-TSS (NM_009088)	-112	NM_027275	69956	Mm.30256	NM_027275	ENSMUSG00000063884	Ptcd3	2610034F17Rik|2810422B04Rik|AA589622|AU045708|MRP-S39	pentatricopeptide repeat domain 3	protein-coding
Peak7725	chr4	128638931	128639583	+	0	NA	promoter-TSS (NM_027402)	promoter-TSS (NM_027402)	-107	NM_027402	384061	Mm.44075	NM_027402	ENSMUSG00000001334	Fndc5	1500001L03Rik|AI836596|C87088|PeP|Pxp	fibronectin type III domain containing 5	protein-coding
Peak8043	chr5	20462123	20464777	+	0	NA	exon (NM_001080977, exon 1 of 8)	exon (NM_001080977, exon 1 of 8)	196	NM_001080977	242860	Mm.254286	NM_001080977	ENSMUSG00000039968	Rsbn1l	8430412F05Rik|AI447441|C330002G24Rik	round spermatid basic protein 1-like	protein-coding
Peak8657	chr5	139505375	139507451	+	0	NA	promoter-TSS (NM_001163316)	promoter-TSS (NM_001163316)	447	NM_026269	67604	Mm.270137	NM_026269	ENSMUSG00000025858	Get4	1110007L15Rik|AW412535|Cee	golgi to ER traffic protein 4 homolog (S. cerevisiae)	protein-coding
Peak1052	chr10	82058933	82060470	+	0	NA	promoter-TSS (NM_011561)	promoter-TSS (NM_011561)	60	NR_037190	624784	Mm.284252	NR_037190		Gm9855	ENSMUSG00000051559	thymine DNA glycosylase pseudogene	pseudo
Peak5907	chr2	29887811	29889772	+	0	NA	5' UTR (NM_001204875, exon 1 of 8)	5' UTR (NM_001204875, exon 1 of 8)	308	NM_001204875	56086	Mm.326055	NM_023871	ENSMUSG00000054766	Set	2610030F17Rik|5730420M11Rik|AA407739|I-2PP2A|StF-IT-1|TAF-I	SET nuclear oncogene	protein-coding
Peak11084	chr9	57265005	57266541	+	0	NA	intron (NM_001301635, intron 1 of 5)	intron (NM_001301635, intron 1 of 5)	424	NM_020270	56807	Mm.102278	NM_020270	ENSMUSG00000040722	Scamp5	Sc5	secretory carrier membrane protein 5	protein-coding
Peak9669	chr7	44716006	44719398	+	0	NA	promoter-TSS (NM_001042655)	promoter-TSS (NM_001042655)	25	NM_001290694	67605	Mm.148007	NM_026270	ENSMUSG00000011096	Akt1s1	1110012J22Rik|AI227026|Lobe|Lobel|PRAS40	AKT1 substrate 1 (proline-rich)	protein-coding
Peak10368	chr8	49189545	49189929	+	0	NA	Intergenic	Intergenic	-15761	NM_023503	69260	Mm.430733	NM_023503	ENSMUSG00000063049	Ing2	2810011M06Rik|Ing1l|Ing2b|P33ING2	inhibitor of growth family, member 2	protein-coding
Peak3293	chr14	46026489	46026863	+	0	NA	3' UTR (NM_001163433, exon 12 of 12)	3' UTR (NM_001163433, exon 12 of 12)	11362	NR_126579	100038654		NR_126579	ENSMUSG00000072589	Gm10371	ENSMUSG00000072589	predicted gene 10371	ncRNA
Peak3959	chr15	98857406	98861380	+	0	NA	intron (NM_009448, intron 1 of 3)	ID_B1|SINE|B4	1468	NM_009448	22146	Mm.88212	NM_009448	ENSMUSG00000043091	Tuba1c	M[a]6|Tuba6	tubulin, alpha 1C	protein-coding
Peak7986	chr4	153928048	153930966	+	0	NA	promoter-TSS (NM_001081100)	promoter-TSS (NM_001081100)	590	NM_026395	67830	Mm.241604	NM_026395	ENSMUSG00000029048	Rer1	1110060F11Rik|5830454N22Rik|AU043380	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	protein-coding
Peak4147	chr16	18261476	18262547	+	0	NA	5' UTR (NM_033474, exon 1 of 19)	5' UTR (NM_033474, exon 1 of 19)	266	NM_001272029	11877	Mm.293599	NM_033474	ENSMUSG00000000325	Arvcf	-	armadillo repeat gene deleted in velo-cardio-facial syndrome	protein-coding
Peak11199	chr9	74823961	74825473	+	0	NA	intron (NM_001142655, intron 2 of 3)	CpG	380	NM_021548	59046	Mm.247837	NM_021548	ENSMUSG00000007656	Arpp19	19kDa|2700024H10Rik|ARPP-19|AW559096|Arpp12	cAMP-regulated phosphoprotein 19	protein-coding
Peak224	chr1	75093433	75095074	+	0	NA	promoter-TSS (NM_029010)	promoter-TSS (NM_029010)	276	NM_011494	20872	Mm.1155	NM_011494	ENSMUSG00000026201	Stk16	EDPK|Krct|MPSK|PKL12|TSF-1	serine/threonine kinase 16	protein-coding
Peak8105	chr5	31145800	31147316	+	0	NA	intron (NM_144525, intron 1 of 16)	CpG	330	NM_144525	68796	Mm.205169	NM_144525		Tmem214	1110039B18Rik|4921530J21Rik|AI841294|AU018742|C76280	transmembrane protein 214	protein-coding
Peak5736	chr19	57411249	57417090	+	0	NA	promoter-TSS (NR_040316)	promoter-TSS (NR_040316)	-20	NR_040316	320879	Mm.375089	NR_040316	ENSMUSG00000097785	B230217O12Rik	-	RIKEN cDNA B230217O12 gene	ncRNA
Peak4079	chr16	10458460	10459955	+	0	NA	exon (NM_177562, exon 1 of 23)	exon (NM_177562, exon 1 of 23)	290	NM_001204229	74374	Mm.159176	NM_177562	ENSMUSG00000068663	Clec16a	4932416N17Rik|curt|mKIAA0350	C-type lectin domain family 16, member A	protein-coding
Peak691	chr10	12882282	12883664	+	0	NA	intron (NM_181470, intron 1 of 10)	intron (NM_181470, intron 1 of 10)	362	NM_181470	353258	Mm.117581	NM_181470	ENSMUSG00000019814	Ltv1	2610020N02Rik	LTV1 homolog (S. cerevisiae)	protein-coding
Peak11297	chr9	102969735	102970832	+	0	NA	promoter-TSS (NM_173781)	promoter-TSS (NM_173781)	59	NM_173781	270192	Mm.490252	NM_173781	ENSMUSG00000032549	Rab6b	9630015C03|AI844641|C330006L04Rik|D9Bwg0185e	RAB6B, member RAS oncogene family	protein-coding
Peak6556	chr2	164152124	164153208	+	0	NA	exon (NM_025575, exon 2 of 4)	exon (NM_025575, exon 2 of 4)	490	NM_025575	66460	Mm.44218	NM_025575	ENSMUSG00000045503	Sys1	2610042O14Rik|AI266964|C87389	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	protein-coding
Peak8240	chr5	67585549	67587214	+	0	NA	intron (NM_001310629, intron 1 of 16)	CpG	291	NM_001310629	109108	Mm.234455	NM_178651		Slc30a9	2310024J23Rik|AL024256|GAC63|HUEL|znT-9	solute carrier family 30 (zinc transporter), member 9	protein-coding
Peak1625	chr11	68904266	68906248	+	0	NA	intron (NM_009497, intron 1 of 4)	CpG	534	NM_009497	22318	Mm.28643	NM_009497	ENSMUSG00000020894	Vamp2	Syb-2|Syb2|sybII	vesicle-associated membrane protein 2	protein-coding
Peak8090	chr5	28401273	28405337	+	0	NA	intron (NM_153526, intron 1 of 4)	intron (NM_153526, intron 1 of 4)	1106	NM_153526	231070	Mm.30221	NM_153526	ENSMUSG00000045294	Insig1	1810013C12Rik|Insig-1	insulin induced gene 1	protein-coding
Peak9318	chr6	145206209	145208077	+	0	NA	promoter-TSS (NR_045598)	promoter-TSS (NR_045598)	247	NM_021284	16653	Mm.383182	NM_021284	ENSMUSG00000030265	Kras	AI929937|K-ras|Ki-ras|Kras-2|Kras2|p21B|ras	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	protein-coding
Peak3856	chr15	82997014	83001133	+	0	NA	intron (NM_029787, intron 1 of 8)	B1_Mur4|SINE|Alu	901	NM_029787	109754	Mm.22560	NM_029787	ENSMUSG00000018042	Cyb5r3	0610016L08Rik|2500002N19Rik|C85115|Dia-1|Dia1|WU:AL591952.1-001|WU:AL591952.1-002|WU:AL591952.1-003|WU:Cyb5r3	cytochrome b5 reductase 3	protein-coding
Peak11311	chr9	105500676	105502014	+	0	NA	5' UTR (NM_001081309, exon 1 of 20)	5' UTR (NM_001081309, exon 1 of 20)	250	NM_001081309	75669	Mm.274830	NM_029380	ENSMUSG00000032571	Pik3r4	2210010O15Rik|C730038E05Rik|C85833|D9Ertd418e	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150	protein-coding
Peak6389	chr2	132570682	132571355	+	0	NA	exon (NM_177303, exon 2 of 5)	exon (NM_177303, exon 2 of 5)	1285	NM_177303	320974	Mm.357342	NM_177303	ENSMUSG00000043110	Lrrn4	B430119L13Rik|Nlrr4	leucine rich repeat neuronal 4	protein-coding
Peak5768	chr2	4797918	4800487	+	0	NA	intron (NM_175400, intron 1 of 8)	CpG	366	NM_175400	109079	Mm.34329	NM_175400	ENSMUSG00000026662	Sephs1	1110046B24Rik|AA589574|AI505014|AW111620|SELD|SPS|SPS1	selenophosphate synthetase 1	protein-coding
Peak1212	chr10	126597789	126599346	+	0	NA	promoter-TSS (NM_030714)	promoter-TSS (NM_030714)	91	NM_030714	80904	Mm.271724	NM_030714	ENSMUSG00000040415	Dtx3	Deltex3|mg310	deltex 3 homolog (Drosophila)	protein-coding
Peak5634	chr19	41534517	41537313	+	0	NA	Intergenic	GC_rich|Low_complexity|Low_complexity	-67035	NM_172154	212391	Mm.422910	NM_172154	ENSMUSG00000025019	Lcor	3110023F06Rik|A630025C20Rik|Mlr2|mKIAA1795	ligand dependent nuclear receptor corepressor	protein-coding
Peak1509	chr11	54702859	54704808	+	0	NA	intron (NM_029327, intron 1 of 4)	intron (NM_029327, intron 1 of 4)	181	NM_029327	75530	Mm.83578	NM_029327	ENSMUSG00000020268	Lyrm7	1700024C24Rik|9330147L21Rik	LYR motif containing 7	protein-coding
Peak3922	chr15	93346640	93347964	+	0	NA	intron (NM_001033217, intron 1 of 7)	CpG	76769	NM_001033217	106042	Mm.150314	NM_001033217	ENSMUSG00000036158	Prickle1	1110058P22Rik|AW215793|Prickle|b2b019Clo|mpk1	prickle homolog 1 (Drosophila)	protein-coding
Peak2438	chr12	73582784	73584315	+	0	NA	exon (NM_025522, exon 1 of 7)	exon (NM_025522, exon 1 of 7)	117	NM_025522	66375	Mm.289653	NM_025522	ENSMUSG00000021094	Dhrs7	2310016E22Rik|5730564L20Rik|AW061210|Retdsr4|Retsdr4	dehydrogenase/reductase (SDR family) member 7	protein-coding
Peak272	chr1	90237798	90239719	+	0	NA	intron (NM_029269, intron 2 of 7)	intron (NM_029269, intron 2 of 7)	577	NM_029269	75396	Mm.173058	NM_029269	ENSMUSG00000026295	Spp2	0610038O04Rik|pp-24|spp24	secreted phosphoprotein 2	protein-coding
Peak6555	chr2	164125602	164135578	+	0	NA	intron (NM_011521, intron 1 of 4)	intron (NM_011521, intron 1 of 4)	3803	NM_011521	20971	Mm.3815	NM_011521	ENSMUSG00000017009	Sdc4	AA959608|AW108331|S4|Synd4|ryudocan|syndecan-4	syndecan 4	protein-coding
Peak10727	chr8	114740145	114741899	+	0	NA	promoter-TSS (NM_011801)	promoter-TSS (NM_011801)	-39	NM_011801	23837	Mm.279437	NM_011801	ENSMUSG00000031954	Cfdp1	AA408409|Bcnt|Bucentaur|Cfdp|cp27	craniofacial development protein 1	protein-coding
Peak5718	chr19	53581800	53583676	+	0	NA	exon (NM_001085390, exon 1 of 4)	exon (NM_001085390, exon 1 of 4)	108	NM_001085390	240672	Mm.482424	NM_001085390		Dusp5	Gm337	dual specificity phosphatase 5	protein-coding
Peak987	chr10	79835435	79837527	+	0	NA	5' UTR (NM_001164148, exon 1 of 19)	5' UTR (NM_001164148, exon 1 of 19)	301	NM_001164150	21423	Mm.3406	NM_011548	ENSMUSG00000020167	Tcf3	A1|AA408400|ALF2|AW209082|E12|E12/E47|E2A|E47|ME2|Pan1|Pan2|TCF-3|Tcfe2a|VDIR|bHLHb21	transcription factor 3	protein-coding
Peak1981	chr11	100434303	100436545	+	0	NA	intron (NM_019795, intron 1 of 13)	CpG	834	NM_019795	56354	Mm.402409	NM_019795	ENSMUSG00000014195	Dnajc7	2010003F24Rik|2010004G07Rik|CCRP|Ttc2|mDj11|mTpr2	DnaJ (Hsp40) homolog, subfamily C, member 7	protein-coding
Peak6358	chr2	129986319	129987606	+	0	NA	promoter-TSS (NM_001110513)	promoter-TSS (NM_001110513)	-418	NM_001110513	228598	Mm.32582	NM_152993	ENSMUSG00000053552	Ebf4	Ebf3|O/E-4|Olf-1	early B cell factor 4	protein-coding
Peak5216	chr18	56685803	56688604	+	0	NA	promoter-TSS (NM_001162989)	promoter-TSS (NM_001162989)	464	NM_138600	110695	Mm.30250	NM_138600	ENSMUSG00000053644	Aldh7a1	Atq1|D18Wsu181e	aldehyde dehydrogenase family 7, member A1	protein-coding
Peak6011	chr2	44810418	44811052	+	0	NA	exon (NM_015753, exon 10 of 10)	exon (NM_015753, exon 10 of 10)	34451	NR_039591	100628598		NR_039591	ENSMUSG00000092679	Mir5129	mir-5129|mmu-mir-5129|mu-mir-5129	microRNA 5129	ncRNA
Peak5340	chr19	3574228	3576605	+	0	NA	intron (NM_028999, intron 1 of 23)	CpG	333	NM_001164159	52036	Mm.284686	NM_028999	ENSMUSG00000024908	Ppp6r3	4930528G08Rik|9130026N02Rik|D19Bwg1430e|D19Ertd703e|Pp6r3|Ppcs3|Pptcs3|Sapl|Saps3|mKIAA1558	protein phosphatase 6, regulatory subunit 3	protein-coding
Peak3237	chr14	29770852	29772812	+	0	NA	intron (NM_001306078, intron 2 of 21)	intron (NM_001306078, intron 2 of 21)	466	NM_008406	16424	Mm.3227	NM_008406	ENSMUSG00000006529	Itih1	ITI-HC1|Intin1|Itih-1	inter-alpha trypsin inhibitor, heavy chain 1	protein-coding
